Date,Location,Disease,Cases,Deaths,Rainfall (mm),Temperature (°C),Humidity (%),Population Density,Water Quality Index,Air Quality Index,Vaccination Rate (%),Hospital Beds per 1000,Previous Outbreak History,Outbreak Risk
2020-02-26,Kottakkal,COVID-19,259,1,96,33.497908162593056,82,Medium,Poor,Low,48.853437027216,3.6355362508008873,Yes,High
2021-04-16,Chelembra,Leptospirosis,485,16,193,31.647617667547536,73,Low,Moderate,Low,60.577026774115765,2.7569475309709706,No,High
2017-12-07,Melattur,Malaria,226,8,120,34.42097409570965,85,High,Moderate,Moderate,46.316554436044775,3.7915798678874664,No,Medium
2016-03-18,Tirurangadi,H1N1,263,12,173,20.44910066062468,62,High,Poor,Low,54.07553738222444,2.3263205703123626,No,Medium
2022-02-01,Kottakkal,Typhoid,332,6,148,27.9955876465569,68,Medium,Very Poor,Low,74.00201577040895,2.4878539971645957,No,High
2018-04-29,Vengara,Dengue,418,5,71,23.72791295609028,71,Low,Good,Moderate,79.46300467905169,1.8977865401111407,No,High
2018-10-27,Areekode,Malaria,212,6,144,23.37293057993167,85,Low,Good,Low,59.42270953631575,3.7023267295343296,No,Medium
2017-06-04,Perinthalmanna,COVID-19,223,11,50,26.07273574897529,91,High,Good,Moderate,79.68243587644693,1.643497254965298,Yes,Medium
2021-05-30,Areekode,Dengue,89,1,118,26.567118285790368,65,High,Good,Low,70.28747138917294,2.331138349942839,Yes,Low
2020-09-12,Kondotty,Cholera,315,17,187,26.179530672617084,72,Low,Very Poor,High,84.19671037109629,3.900932811926077,Yes,High
2024-04-06,Vengara,Leptospirosis,356,15,166,32.28058759116042,86,Medium,Good,Low,74.18187831179559,3.6230476488247865,No,High
2021-03-09,Pandikkad,Dengue,249,9,103,34.58871875457594,92,High,Good,High,65.50049792764452,2.0509915443457847,No,Medium
2021-04-23,Edappal,COVID-19,429,14,104,33.61208120840269,78,Low,Good,Moderate,45.94340798738685,3.128732714674665,No,High
2021-09-09,Ponnani,Dengue,445,9,103,28.791544806603483,82,High,Good,Moderate,55.55704221660285,3.309607847854774,No,High
2020-11-04,Kalikavu,Leptospirosis,28,2,93,23.61936870190171,87,High,Poor,Moderate,55.74819439676934,1.672473741087831,Yes,High
2022-01-04,Manjeri,Malaria,391,19,155,24.968127002389153,67,Low,Poor,Low,69.24824268124696,2.1486499432747777,No,High
2021-04-14,Valanchery,Malaria,67,5,172,33.1313165703711,85,Medium,Poor,High,82.16724462990146,3.3512798027036137,No,High
2017-02-20,Vengara,Cholera,133,19,52,20.269939105845957,69,Low,Very Poor,High,64.71468850104745,2.9246955926350138,Yes,Low
2018-12-24,Kalikavu,H1N1,249,11,156,28.7937653514795,72,Medium,Good,Low,61.33583230185455,3.2541862452263164,No,Medium
2016-03-02,Malappuram,Dengue,337,6,72,20.509584697462838,76,Medium,Moderate,Low,81.21843035130361,3.8744331308059987,No,High
2016-08-24,Tirurangadi,Cholera,63,9,160,34.79212430159685,92,Medium,Good,High,64.34604426995762,3.235845323354966,Yes,Low
2022-12-08,Parappanangadi,Leptospirosis,395,12,114,25.197787323752415,76,Low,Very Poor,High,55.95349437201892,2.1740822799964388,No,High
2020-04-27,Edappal,Nipah Virus,10,11,132,20.058608555835306,67,High,Very Poor,Moderate,86.2931130593966,3.8259357859365384,Yes,Medium
2023-10-21,Nilambur,Typhoid,71,0,123,20.46669197887751,89,High,Very Poor,Low,70.32570786104677,1.6033426262679824,Yes,High
2017-06-30,Tirurangadi,Dengue,386,5,135,21.47082050138052,75,Low,Very Poor,Low,77.02852979341662,2.6480172556662565,No,High
2021-12-22,Perinthalmanna,Cholera,66,9,69,23.742242264977122,75,Low,Very Poor,Moderate,73.23990688613281,1.7690912614174523,Yes,Medium
2021-12-18,Ponnani,H1N1,472,3,107,29.74224131416366,83,Medium,Very Poor,High,56.3278262608689,1.9663748220959663,Yes,High
2023-12-08,Areekode,Malaria,58,1,192,31.558720079605905,93,High,Poor,High,68.0290058317845,3.763158120419106,Yes,High
2022-01-08,Parappanangadi,Leptospirosis,12,14,106,27.252247491588864,72,Medium,Good,High,46.83235724530584,3.8003214666826093,Yes,Low
2017-08-10,Kottakkal,Leptospirosis,405,15,107,23.22290877252529,71,Medium,Poor,Low,80.56524902160803,2.889787174965422,Yes,High
2019-08-06,Malappuram,Cholera,146,12,160,24.41046743913932,66,High,Poor,Low,51.059281075997305,1.8648786072462444,Yes,Low
2020-03-28,Areekode,Malaria,473,19,199,26.099455719096746,71,Low,Very Poor,High,73.8781112859103,2.744085929585405,Yes,High
2015-10-07,Chelembra,Cholera,63,3,63,24.213550103813045,72,Low,Very Poor,High,52.72633373997795,3.286640771919516,Yes,Low
2020-06-21,Manjeri,COVID-19,426,10,69,33.38359049014018,73,Medium,Good,Moderate,77.45010769985855,3.5873067129693927,No,High
2024-01-29,Parappanangadi,H1N1,420,14,167,32.890723867057815,68,Low,Very Poor,Moderate,43.43187768778762,3.7779737367048245,No,High
2018-05-21,Edappal,Typhoid,395,14,81,30.506635136756323,78,High,Good,Moderate,52.18664908943179,1.816564619615416,Yes,High
2020-12-10,Malappuram,H1N1,373,17,86,27.327064870506632,63,Low,Poor,Moderate,79.50015267481072,3.06837782292188,No,High
2023-03-11,Tanur,Leptospirosis,395,3,130,27.568076146747252,82,Medium,Poor,Low,86.86240175417973,2.5915456452785586,No,High
2016-08-11,Valanchery,Leptospirosis,259,10,103,32.0334009208472,90,High,Poor,High,60.975383145792236,3.7577746408709096,No,High
2017-07-03,Pandikkad,Malaria,16,8,75,22.832397297355662,64,High,Poor,Low,55.91054854001843,3.072871839872162,Yes,Low
2025-11-23,Nilambur,COVID-19,231,19,57,25.332623227053904,72,Medium,Poor,High,70.30320921932517,3.42000115417216,No,Medium
2020-03-24,Pandikkad,H1N1,201,7,192,27.9955667686581,69,Low,Very Poor,Low,55.57698565085969,1.9296737558377914,Yes,Medium
2020-09-26,Thiruvali,Typhoid,205,4,138,30.462109388287185,75,Medium,Moderate,Moderate,75.96386527216598,1.5245618061195612,Yes,Medium
2015-01-02,Areekode,COVID-19,77,4,110,29.02957669610933,65,High,Poor,High,52.127073517240035,1.778092221020875,Yes,Low
2016-06-01,Kottakkal,Typhoid,30,14,199,27.713471642588836,78,Low,Moderate,High,50.03814893313684,2.1918464381881875,Yes,Low
2023-09-29,Areekode,COVID-19,370,3,82,33.34298056786482,67,Low,Good,Low,71.55685309400823,1.6336356377364645,Yes,High
2020-12-01,Valanchery,Nipah Virus,465,4,153,27.59649625303176,93,High,Poor,Moderate,50.2200839070136,1.6205113783510385,Yes,High
2017-08-19,Vengara,H1N1,245,19,142,31.186297114129903,84,Medium,Poor,Moderate,79.0607690239222,1.8185754147583932,Yes,High
2017-10-03,Kondotty,Leptospirosis,15,18,162,24.56432811388891,68,Low,Poor,Low,85.00492858809521,3.3260451469786894,No,Low
2022-06-26,Kondotty,Malaria,202,16,120,34.516136048616865,82,Low,Good,Low,83.92667792256796,1.8326569543461446,Yes,Medium
2016-11-09,Malappuram,Cholera,147,4,164,21.715972288700343,83,Low,Very Poor,Moderate,81.90774044319656,1.5228239800121124,No,High
2015-01-27,Nilambur,Dengue,150,15,153,23.662820476741114,75,Medium,Very Poor,Moderate,84.82750896778386,1.8559235243427397,No,Medium
2020-11-23,Thiruvali,H1N1,152,8,84,31.027144706735246,62,High,Good,High,79.30916962082176,3.8335961134494196,Yes,Medium
2024-06-14,Tirurangadi,Leptospirosis,151,8,134,34.0493896355014,72,Medium,Good,High,48.06914925023277,3.2430915540680214,Yes,Medium
2015-10-12,Nilambur,COVID-19,121,8,103,27.364696113494954,73,Low,Good,High,42.61397885501169,1.7408180841390837,No,Low
2015-07-31,Nilambur,COVID-19,313,8,126,31.10642218332693,87,High,Moderate,Moderate,50.4619844977546,2.0358946269257356,Yes,High
2019-02-10,Ponnani,Dengue,338,8,196,23.67011160954286,80,High,Moderate,Moderate,40.336403132624724,2.3539541136530544,Yes,High
2021-08-22,Vengara,COVID-19,50,0,129,21.117131436465964,94,Low,Moderate,High,45.600365678423955,2.764948002460706,No,Low
2021-04-24,Kondotty,Nipah Virus,116,17,179,31.11279866881664,94,Low,Poor,High,77.83694121575637,1.5725896013112879,No,High
2021-12-31,Melattur,Typhoid,481,17,88,31.185385110718368,60,High,Moderate,High,87.37785909455121,3.6540363480117133,No,High
2025-11-20,Malappuram,Leptospirosis,351,17,164,26.791451599083157,72,High,Moderate,High,80.64635804070912,2.8420666537239274,Yes,High
2018-06-08,Tirur,Dengue,139,11,179,22.2326283007458,69,Medium,Good,Moderate,77.3986106008189,3.931867192499097,Yes,Medium
2020-02-14,Tanur,Nipah Virus,202,4,195,32.727255123662715,76,High,Good,Moderate,64.55522544299588,3.356351663943144,No,Medium
2022-12-30,Melattur,Typhoid,318,7,133,25.726394973803068,62,Low,Very Poor,Low,67.74213420404423,2.7940000937493608,Yes,High
2023-05-31,Perinthalmanna,COVID-19,116,10,79,33.20428660335713,78,Medium,Poor,Moderate,43.49041322237409,3.6064463180558555,No,Medium
2015-11-08,Areekode,Typhoid,288,16,77,23.092643546121202,64,Medium,Moderate,Moderate,63.10292854768461,1.9705111065093093,Yes,Medium
2017-08-07,Thiruvali,Leptospirosis,122,4,151,26.694609595352564,73,High,Poor,High,56.95570198796584,3.234033900388382,Yes,Low
2015-12-20,Tirurangadi,H1N1,50,16,66,32.03285284952654,89,Low,Moderate,Moderate,72.5533134018273,2.294173040879657,Yes,Medium
2019-11-24,Edappal,Nipah Virus,132,16,77,25.595113946905855,93,Low,Very Poor,Moderate,46.215542418585244,3.653945087265907,Yes,High
2023-03-31,Tirurangadi,H1N1,380,5,134,34.05997941638529,79,High,Very Poor,High,74.16109112409958,2.445931432310817,No,High
2016-02-07,Vengara,H1N1,202,18,135,33.547699034182706,67,Medium,Good,Low,74.38682043130594,3.928795755837109,Yes,Medium
2023-09-08,Kottakkal,COVID-19,287,4,160,30.123510950989157,87,Medium,Very Poor,Low,62.19599878954618,2.6763574664070187,Yes,High
2021-10-07,Melattur,Dengue,386,13,166,34.825670123255385,90,Low,Poor,Moderate,42.928410145220916,2.584490502831547,Yes,High
2022-07-14,Thiruvali,COVID-19,110,3,175,23.104622086975557,90,High,Very Poor,Low,68.5584178351778,3.9134952562771494,No,High
2023-08-29,Ponnani,COVID-19,127,17,187,28.620451063048726,88,Low,Good,Low,61.907780389125634,2.290266705587916,Yes,Low
2019-08-02,Parappanangadi,Dengue,216,0,181,27.699425982429442,82,High,Very Poor,Moderate,60.701521093054005,2.982151392978391,No,High
2022-03-25,Valanchery,Dengue,226,9,73,23.339309239023756,68,High,Moderate,Moderate,44.97525475697129,2.803463977907246,No,Medium
2017-11-01,Vengara,Leptospirosis,352,11,120,27.503962393691417,85,Medium,Good,Moderate,58.17317166725515,3.785729910521177,Yes,High
2019-05-11,Pandikkad,Nipah Virus,39,4,76,25.8120544417167,71,Medium,Very Poor,Moderate,44.15698156496268,3.555103324906349,No,Medium
2025-06-15,Thiruvali,Cholera,249,7,104,26.17286595017884,77,Medium,Good,Moderate,71.02179905556798,3.1448966007992993,Yes,Medium
2025-11-19,Tirurangadi,H1N1,489,4,83,23.822580223102094,72,High,Poor,Low,88.90985620775108,3.088540477328954,No,High
2017-09-23,Kottakkal,COVID-19,221,12,173,31.382301741334395,65,Low,Poor,Low,57.164524195680016,3.676890036884478,No,Medium
2019-03-29,Thiruvali,COVID-19,360,1,112,25.971894049437307,72,High,Moderate,Moderate,51.797800041467895,2.4990651889842628,Yes,High
2024-05-30,Nilambur,Cholera,188,14,73,31.740896276023783,69,Low,Good,Low,48.819252844121365,1.9367029435607668,Yes,Medium
2016-03-18,Parappanangadi,Cholera,247,6,141,26.528470157313826,61,Medium,Moderate,Moderate,89.32321596199085,3.1152906969355993,No,Medium
2025-06-10,Vengara,H1N1,303,16,144,28.1856463859679,61,Medium,Good,Low,46.43463714097767,2.098626400096634,No,High
2016-10-22,Tirur,Malaria,237,11,101,22.955379426691223,75,High,Very Poor,Low,62.09351009299092,2.575868237494878,Yes,Medium
2023-02-22,Areekode,Nipah Virus,82,0,92,28.724242507689645,68,High,Poor,Moderate,85.7208643062049,2.4498950877977403,Yes,Medium
2024-05-19,Malappuram,COVID-19,480,15,62,28.052111631603807,62,Medium,Moderate,High,45.36098895018263,3.5958024377175803,No,High
2018-05-22,Tanur,H1N1,141,11,50,32.264772475378614,77,High,Moderate,Low,66.87372579469277,3.405388902827686,No,Low
2022-07-27,Chelembra,Cholera,467,10,173,29.44152949981492,68,Medium,Moderate,Moderate,67.26182110653521,3.9353405976151747,Yes,High
2022-07-07,Tirur,H1N1,470,7,157,31.153025826515247,64,Low,Good,Moderate,51.75597586552136,3.522770588258182,No,High
2020-08-27,Melattur,Cholera,267,1,55,27.452027955925068,91,High,Poor,Low,60.28432908370441,3.2502647073818816,No,High
2025-07-11,Vengara,COVID-19,224,6,70,22.205662990840032,82,High,Poor,High,47.31938600282458,3.970127357597733,No,High
2024-04-28,Pandikkad,Nipah Virus,93,19,115,23.70628992124422,63,Medium,Very Poor,Low,85.03623788424505,2.6602851268680014,Yes,Low
2024-09-21,Melattur,H1N1,211,12,194,21.96092841033021,72,Low,Poor,Low,41.85621365035865,3.2960163667152598,No,Medium
2019-12-18,Parappanangadi,Dengue,160,13,160,25.3974240863964,76,High,Very Poor,High,80.03531666020159,3.8932604930176833,No,Medium
2017-09-05,Perinthalmanna,COVID-19,396,3,126,20.833666385015455,87,Low,Poor,Moderate,89.76323413772663,3.9969016477294472,No,High
2020-06-06,Vengara,Leptospirosis,442,4,166,30.179617748539687,91,High,Good,High,45.279695425539266,3.183347659144814,Yes,High
2024-06-03,Thiruvali,Dengue,118,16,103,26.68787585560075,87,Low,Good,Low,74.78889872519511,2.252894045668317,No,Low
2015-11-19,Kottakkal,H1N1,175,5,80,20.740307131556495,87,Medium,Moderate,Low,79.27826514080104,2.5081694504897505,Yes,Medium
2015-11-14,Manjeri,Leptospirosis,23,14,185,32.120065626031106,67,Medium,Good,Moderate,75.44187638601375,2.535957361892037,No,Medium
2025-10-05,Manjeri,Cholera,466,6,179,21.526680662053632,77,Low,Poor,Moderate,71.06004040252515,2.4864784311993233,Yes,High
2016-07-02,Thiruvali,Typhoid,255,15,50,20.293820254707047,85,Low,Poor,High,48.609418775983436,2.200516857201767,Yes,High
2018-05-19,Kondotty,Dengue,408,12,142,33.559104238962775,93,High,Good,High,84.89939667845948,2.8729656037475877,No,High
2017-07-04,Tirur,Malaria,154,19,191,25.893207723597826,94,High,Poor,High,54.43807895197475,3.508625743429481,Yes,High
2024-07-23,Nilambur,Cholera,421,1,89,27.82808760017033,87,Low,Moderate,Moderate,87.15607682471784,3.3866514345417302,No,High
2016-06-17,Malappuram,Leptospirosis,117,2,121,29.893232319688074,94,Medium,Good,Moderate,70.13118835632925,3.2717520238129354,No,Medium
2019-02-13,Malappuram,Dengue,260,15,103,20.32032835417354,79,Low,Moderate,High,86.45479809832453,2.321109565911574,Yes,Medium
2022-08-12,Manjeri,COVID-19,69,15,190,26.479539660481848,62,Low,Very Poor,Low,44.19838419132712,2.8829241172402122,Yes,Low
2023-07-19,Tanur,Malaria,429,18,146,28.428512205351925,67,Low,Good,Low,70.56156462436621,2.7852618868020786,No,High
2016-03-10,Parappanangadi,H1N1,344,19,60,21.993689139879088,92,Medium,Very Poor,Moderate,46.58161649320051,3.8390520837801807,No,High
2017-01-12,Kottakkal,H1N1,98,7,80,24.74400412071367,61,Low,Poor,High,77.70621870634825,3.4060199258074126,Yes,Low
2017-02-08,Melattur,Leptospirosis,427,6,191,29.827332271389942,92,Low,Poor,Moderate,40.54466519950464,2.3715404158261473,No,High
2020-11-23,Chelembra,Cholera,68,18,56,24.98737049395841,70,High,Poor,Low,56.00135139219996,2.356104208415438,No,Low
2025-08-26,Melattur,Leptospirosis,12,3,119,22.09127095824163,79,Medium,Very Poor,High,48.65506914782927,2.497726005317229,No,Low
2025-09-14,Kottakkal,COVID-19,1,16,117,24.25121739385051,66,High,Good,Moderate,74.9423662407903,2.3895636282361856,Yes,Medium
2025-10-26,Manjeri,Typhoid,111,14,124,25.12778530866056,74,High,Good,Low,79.16720840914945,3.376278114114009,Yes,Low
2016-01-03,Malappuram,Leptospirosis,4,19,102,29.89847879546818,74,Low,Moderate,Low,67.80685675758768,2.6771372111502028,No,Low
2022-03-28,Nilambur,Cholera,265,7,126,22.1868812273159,81,Medium,Poor,High,88.23870565200183,2.7160572698036423,Yes,High
2019-10-09,Perinthalmanna,COVID-19,399,10,150,33.88185566104491,61,Low,Moderate,Low,40.45839619053433,1.5998051947733678,Yes,High
2017-05-26,Pandikkad,Typhoid,1,13,166,24.72337441079169,69,Medium,Poor,High,72.7674819719397,3.81953606343906,Yes,Low
2017-03-17,Kondotty,Dengue,488,5,167,33.56268249893682,62,Low,Very Poor,Moderate,58.015924893290354,2.516607689228101,No,High
2025-04-18,Ponnani,COVID-19,86,7,89,23.96853347707307,90,High,Poor,High,61.621438710611585,3.071087562777355,No,High
2024-06-22,Kottakkal,Malaria,471,9,127,34.795475020301154,75,Low,Moderate,Moderate,70.44678276570795,1.71215563723253,No,High
2024-06-11,Valanchery,COVID-19,314,15,66,34.71548497676651,92,Low,Very Poor,Moderate,40.30716665656118,3.7249724693112993,No,High
2016-09-23,Malappuram,Cholera,352,11,181,25.846927795245076,87,High,Good,Low,53.97743502303862,2.432115763732965,Yes,High
2023-08-09,Pandikkad,Dengue,334,3,89,22.243622256690845,72,High,Good,Low,82.79126741779106,2.528650197998275,No,High
2023-09-23,Edappal,Nipah Virus,221,3,106,25.12487799308771,62,Medium,Poor,Moderate,87.18647925143874,3.738597733107672,Yes,Medium
2023-02-17,Areekode,Dengue,223,8,109,34.469747141351675,62,High,Poor,Low,79.0592224481849,2.574406045361697,No,Medium
2019-07-14,Manjeri,Nipah Virus,407,5,157,20.301290002548004,73,High,Moderate,Moderate,86.52165962496346,1.7417881873926098,No,High
2019-05-01,Thiruvali,H1N1,136,17,100,30.644717490184007,61,Medium,Very Poor,Low,62.0825498157341,3.322135517017692,No,Low
2015-03-25,Kondotty,Cholera,242,4,80,28.03757613827304,91,High,Poor,High,40.663417955467374,2.9643016288161244,No,High
2021-03-08,Manjeri,Typhoid,270,9,67,31.42305964096657,91,High,Very Poor,High,45.04141143477529,1.9862304308898948,Yes,High
2016-07-04,Manjeri,Cholera,100,2,194,20.460773095516863,80,High,Poor,Low,43.17159415210518,3.5742601802525154,No,Low
2025-06-19,Areekode,H1N1,253,13,115,25.352773790986383,87,Low,Good,Moderate,70.62732906607438,3.1573183471398742,No,Medium
2016-08-01,Parappanangadi,Dengue,457,16,193,20.26167717263055,72,High,Poor,Low,62.07927332041663,2.2479989399614553,No,High
2015-03-31,Kottakkal,Malaria,387,8,127,31.47105109133449,78,Medium,Very Poor,Moderate,42.28086049201296,2.8192641170442565,No,High
2024-03-04,Parappanangadi,Typhoid,481,15,167,22.127381016521106,75,Medium,Good,Low,57.82804782823022,3.8588384175252726,No,High
2019-03-13,Valanchery,Malaria,50,17,90,34.09356179446044,88,High,Good,Low,68.60735782126935,2.2110682043591092,Yes,Low
2019-06-28,Vengara,COVID-19,220,0,90,27.921402070445232,87,High,Moderate,High,57.34359145254835,1.583926919804644,No,Medium
2020-10-21,Kondotty,Nipah Virus,184,7,106,28.768711371566184,68,Low,Poor,High,69.90315489528659,3.4272005694452305,Yes,Medium
2022-02-01,Thiruvali,Cholera,144,12,77,34.62104885222499,88,Medium,Good,High,64.8649120716903,3.4948904201811164,No,Low
2024-01-15,Chelembra,H1N1,139,5,182,29.932806275026856,81,High,Poor,Low,77.51622285268482,1.8717302297896021,Yes,High
2024-05-10,Tirurangadi,Nipah Virus,373,5,193,33.87210240428403,74,Low,Poor,High,40.20268303307932,1.7229619823283135,No,High
2019-05-13,Kondotty,Cholera,46,8,157,23.0818340608746,71,Low,Good,Low,85.00178076509246,2.5556095642790275,Yes,Low
2023-12-08,Parappanangadi,Typhoid,287,17,84,31.62168739371522,61,Low,Moderate,Low,62.455644554739976,3.299281546276808,No,Medium
2022-01-16,Valanchery,Malaria,292,0,123,32.30452114785939,80,High,Poor,Low,70.2860461526107,2.2753641081913436,No,Medium
2016-02-26,Malappuram,COVID-19,464,15,52,28.702163990303948,88,Medium,Very Poor,Moderate,56.23217769338276,1.7596737960566764,Yes,High
2018-11-01,Chelembra,Malaria,227,15,162,33.60390468867378,76,High,Very Poor,Moderate,56.527632778515304,2.9258475330263716,No,Medium
2015-12-02,Kalikavu,Leptospirosis,457,7,61,32.70239091099471,72,Low,Moderate,Moderate,63.333268155757715,3.9912920609007148,Yes,High
2020-05-20,Tirurangadi,Cholera,392,11,163,22.98777990508419,74,Medium,Moderate,Moderate,49.89065236608006,2.0110274343112904,Yes,High
2024-11-16,Melattur,Nipah Virus,91,18,65,34.39252013210285,72,Low,Poor,Moderate,43.50614021143423,1.7164324680047067,No,Medium
2019-02-01,Chelembra,COVID-19,22,16,97,32.48722214271207,90,High,Good,High,51.83782585933,2.9070284575502483,Yes,Low
2017-06-30,Tanur,H1N1,320,14,158,21.45764062469981,88,Low,Good,High,77.95148321688814,2.0723981085102854,Yes,High
2018-09-08,Tanur,COVID-19,148,13,76,23.702501005863446,77,Low,Good,Moderate,47.006550682415124,3.864089646341815,Yes,Medium
2016-09-04,Kalikavu,Dengue,365,13,77,31.70637950892303,89,High,Good,Low,84.88895313004602,3.423701106642298,Yes,High
2018-07-10,Ponnani,Nipah Virus,78,3,189,22.329739676090984,93,Medium,Poor,Moderate,74.03341985224975,1.5251397000772877,No,High
2025-04-22,Perinthalmanna,COVID-19,22,6,132,29.84479721792963,87,Medium,Very Poor,High,65.76224545321767,2.0538091415935855,No,High
2018-08-12,Manjeri,Cholera,287,13,191,34.89207119142345,93,Low,Very Poor,High,73.52678505517619,2.241658378206197,Yes,High
2024-07-08,Malappuram,Malaria,128,12,153,30.873830682278385,65,Medium,Moderate,High,55.741771454806205,2.247842853458786,No,Low
2015-04-15,Thiruvali,H1N1,44,4,199,28.822322999890023,81,Medium,Moderate,Moderate,85.82149501540434,3.9006807380744686,No,Medium
2025-07-19,Kondotty,COVID-19,124,18,149,26.19278910245714,92,Low,Poor,Low,85.67670618339056,2.561633699398871,No,High
2020-12-05,Perinthalmanna,Cholera,146,17,92,23.12152181589085,92,High,Good,Moderate,82.17302417031976,1.6300141262088204,Yes,Medium
2019-09-08,Nilambur,H1N1,263,5,142,28.24261274517339,61,High,Poor,Moderate,71.12185565577579,2.441300115301847,No,Medium
2019-05-10,Perinthalmanna,Cholera,73,9,115,24.416731144447446,69,Low,Moderate,High,74.65330537497874,2.8329940654282826,No,Low
2015-11-19,Tirur,Malaria,241,15,181,23.56159444761674,71,Medium,Moderate,Low,79.57497281472767,3.3899489801457054,Yes,Medium
2016-03-06,Valanchery,Cholera,156,1,149,24.14767148668227,78,Medium,Good,Low,80.01158720864828,3.65991450136749,No,Medium
2017-06-30,Valanchery,Malaria,368,10,121,20.683087968624342,75,Medium,Poor,High,48.88357852130482,3.1252103614337896,No,High
2025-07-19,Ponnani,COVID-19,228,12,111,22.295491061002746,88,Medium,Poor,Low,74.28119119464785,1.6853409123158483,No,High
2020-04-05,Kalikavu,Cholera,429,10,54,20.019828347603184,90,High,Good,Low,84.22815422771737,2.0510966348628807,Yes,High
2016-02-11,Kalikavu,H1N1,114,6,167,24.0148828470558,62,Medium,Moderate,Low,80.75370940730548,2.889125447560623,Yes,Low
2025-10-06,Valanchery,H1N1,380,5,156,22.336852061931825,80,Medium,Moderate,Low,72.67628702781397,3.8737686021820403,No,High
2020-09-26,Valanchery,Typhoid,21,13,134,33.188863799330086,83,Medium,Very Poor,Moderate,50.35764436596436,1.5012252384830982,No,High
2021-10-09,Ponnani,COVID-19,301,5,91,26.91563846535149,94,High,Moderate,Moderate,88.29302567147082,2.88816357351407,No,High
2019-12-14,Valanchery,Malaria,189,15,104,33.15488128469409,62,Low,Very Poor,Moderate,40.5819388069546,3.2427338878540306,Yes,Medium
2019-03-07,Tirurangadi,COVID-19,489,14,163,24.38916667499933,72,High,Good,Moderate,69.58724208170163,2.6163608689571847,Yes,High
2025-01-16,Malappuram,COVID-19,281,9,131,32.253709347569426,62,Medium,Good,High,68.53488756599074,1.678282098674539,No,Medium
2019-11-16,Tirur,Nipah Virus,165,4,181,23.074070037586942,61,Low,Good,High,55.71968645006728,2.8482904524491115,Yes,Medium
2017-01-15,Perinthalmanna,Dengue,22,18,146,33.749093743768675,85,High,Very Poor,Moderate,78.91062366487827,2.323593131964123,No,High
2017-11-01,Tirur,Typhoid,56,10,191,22.417303347886754,72,High,Moderate,High,62.06850849978907,3.781015287247539,Yes,Low
2016-02-25,Chelembra,H1N1,79,7,112,33.282172963303864,74,Low,Poor,High,82.13995193943039,2.5120494285664714,No,Low
2025-06-02,Parappanangadi,Malaria,207,17,170,24.925569994883016,77,Low,Moderate,Moderate,84.4196854444144,3.1677146060078307,Yes,Medium
2015-08-31,Vengara,H1N1,408,11,179,31.581297656925535,69,High,Poor,Moderate,60.09341063889569,1.633289808039023,Yes,High
2017-02-11,Melattur,Cholera,373,15,124,20.942897557019553,90,Medium,Good,Low,52.98047963853405,2.8460529960641376,No,High
2022-05-31,Nilambur,Malaria,481,10,197,24.285749278321035,86,Medium,Poor,High,80.67263180507948,3.3281496868547045,No,High
2020-06-09,Thiruvali,Malaria,326,7,140,24.856816959480923,86,Medium,Good,Low,40.5087877656005,2.5762130366064944,No,High
2024-03-17,Parappanangadi,Leptospirosis,290,12,162,21.62491842603003,60,Medium,Moderate,Low,86.48896777173539,1.6097370962417978,Yes,Medium
2021-12-12,Areekode,Nipah Virus,205,9,172,20.736777112342057,64,Low,Good,Low,47.84664197080567,3.9426974557300194,No,Medium
2023-03-01,Melattur,Dengue,370,8,96,27.293887907793163,90,Low,Moderate,Low,66.03979508429212,3.1675365455175983,No,High
2022-01-15,Vengara,Cholera,170,5,129,25.46893741174756,82,Medium,Good,Moderate,72.96335065500668,2.545587144838865,No,Medium
2019-04-06,Malappuram,Nipah Virus,314,1,90,29.222136845258454,62,High,Moderate,Moderate,64.2737894818626,1.8042293548004593,Yes,High
2019-06-02,Thiruvali,Malaria,316,10,194,21.242559722614917,94,Low,Moderate,Moderate,85.25610160710585,3.4139842967705882,Yes,High
2020-05-30,Kalikavu,Typhoid,366,2,173,23.887193092165887,81,Medium,Good,Low,57.74061048076736,1.9857403914812544,Yes,High
2018-02-08,Vengara,H1N1,469,18,129,23.977339729191137,77,Low,Moderate,Moderate,50.207857705807065,1.9362164196627547,No,High
2021-10-06,Valanchery,H1N1,307,8,179,27.730409478771396,92,Low,Moderate,Low,85.01165487851127,2.8067984720622015,Yes,High
2019-11-02,Melattur,COVID-19,177,5,135,32.64487803789987,70,High,Very Poor,Moderate,73.31654492414839,3.500690144988359,No,Medium
2015-06-16,Ponnani,H1N1,133,4,88,29.595172218897524,84,High,Poor,Low,44.04713963488318,2.7275795174672455,Yes,High
2021-12-21,Ponnani,Malaria,441,13,195,26.45284576564052,62,Medium,Poor,Low,57.50321768352957,3.2698497395889357,No,High
2016-06-01,Pandikkad,Leptospirosis,498,12,177,29.60426417274705,67,High,Good,Low,71.18974645797559,3.0074093942316176,No,High
2024-12-10,Perinthalmanna,Dengue,365,0,154,32.657115193979784,91,High,Poor,Low,52.18537425294973,3.319471276399274,No,High
2018-06-07,Areekode,Cholera,477,3,64,22.71777396057403,68,Low,Good,Moderate,43.165368919615474,1.6893276932233678,Yes,High
2016-04-20,Tirurangadi,Nipah Virus,273,19,189,28.035949603229867,65,High,Very Poor,Low,55.62952015002514,1.8012927426753065,Yes,Medium
